,created_at,favorite_count,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,full_text,cleaned_text,stemmed_text,tokenized_text
52,Thu Mar 13 21:28:31 +0000 2025,0,geloraco,in,"Tangerang, Indonesia",0,0,0,@geloraco Kalo diperhatiin kayaknya pembahasan presiden selalu pada hal membuat sesuatu yg baru padahal dia mengeluh efisiensi tapi dia sendiri menambah pejabat terus. Artinya sifat ambigu gurunya udah menurun secara matang. Maka rakyat mana lagi yg akan dicekik buat efisiensi berikutny,kalo diperhatiin kayaknya pembahasan presiden yg mengeluh efisiensi menambah pejabat sifat ambigu gurunya udah menurun matang rakyat yg dicekik efisiensi berikutny,kalo diperhatiin kayak bahas presiden yg keluh efisiensi tambah jabat sifat ambigu guru udah turun matang rakyat yg cekik efisiensi berikutny,"['kalo', 'diperhatiin', 'kayak', 'bahas', 'presiden', 'yg', 'keluh', 'efisiensi', 'tambah', 'jabat', 'sifat', 'ambigu', 'guru', 'udah', 'turun', 'matang', 'rakyat', 'yg', 'cekik', 'efisiensi', 'berikutny']"
53,Thu Mar 13 21:28:24 +0000 2025,0,mas_veel,in,"Lampung, Indonesia",0,0,0,@mas_veel Dah nambah kali mungkin selama ini sibuk dengan efisiensi dan berbagai kasus korupsi... Sehingga hutang naik lepas dari pantauan ... https://t.co/XISz3CmTRC,dah nambah kali sibuk efisiensi korupsi hutang lepas pantauan,dah nambah kali sibuk efisiensi korupsi hutang lepas pantau,"['dah', 'nambah', 'kali', 'sibuk', 'efisiensi', 'korupsi', 'hutang', 'lepas', 'pantau']"
54,Thu Mar 13 21:28:21 +0000 2025,2,Zescouth,in,mdni,0,0,0,@Zescouth @tanyakanrl kak kebetulan aku kerja di perhotelan dan justru kita yang di hotel lagi jatuh jatuhnya.. aku kurang tau di daerah lain tapi perhotelan di daerah Bandung lagi sangat merosot bahkan banyak dari kami para karyawan kena dampak efisiensi juga dari perusahaan sendiri :(,kak kerja perhotelan hotel jatuh jatuhnya tau daerah perhotelan daerah bandung merosot karyawan kena dampak efisiensi perusahaan,kak kerja hotel hotel jatuh jatuh tau daerah hotel daerah bandung merosot karyawan kena dampak efisiensi usaha,"['kak', 'kerja', 'hotel', 'hotel', 'jatuh', 'jatuh', 'tau', 'daerah', 'hotel', 'daerah', 'bandung', 'merosot', 'karyawan', 'kena', 'dampak', 'efisiensi', 'usaha']"
55,Thu Mar 13 21:24:50 +0000 2025,0,inilahdotcom,in,,0,0,0,@inilahdotcom Efisiensi ga ngaruh.. Anggaran polisi tuh potong,efisiensi ga ngaruh anggaran polisi tuh potong,efisiensi ga ngaruh anggar polisi tuh potong,"['efisiensi', 'ga', 'ngaruh', 'anggar', 'polisi', 'tuh', 'potong']"
56,Thu Mar 13 21:21:52 +0000 2025,3,MariaAlkaff_,in,di hatimu yank👩‍❤️‍👨💍,0,1,0,@MariaAlkaff_ The real imbas of EFISIENSI yg absurd dimana yg di atas seenaknya angkat orang yg d bawah terpaksa gigit jari,the real imbas of efisiensi yg absurd dimana yg angkat orang yg d terpaksa gigit jari,the real imbas of efisiensi yg absurd mana yg angkat orang yg d paksa gigit jari,"['the', 'real', 'imbas', 'of', 'efisiensi', 'yg', 'absurd', 'mana', 'yg', 'angkat', 'orang', 'yg', 'd', 'paksa', 'gigit', 'jari']"
57,Thu Mar 13 21:21:52 +0000 2025,0,tempodotco,in,,0,0,0,@tempodotco Bangun nya pake duit lagi apa pake daun ? Efisiensi ?,bangun nya pake duit pake daun efisiensi,bangun nya pake duit pake daun efisiensi,"['bangun', 'nya', 'pake', 'duit', 'pake', 'daun', 'efisiensi']"
58,Thu Mar 13 21:21:16 +0000 2025,0,,in,,0,0,0,sekarang woahae nya kena efisiensi ,woahae nya kena efisiensi,woahae nya kena efisiensi,"['woahae', 'nya', 'kena', 'efisiensi']"
59,Thu Mar 13 21:20:09 +0000 2025,0,mas_veel,in,,0,0,0,@mas_veel Harusnya yang dikejar hutang sedikit biar ruang fiskal negara longgar kalo longgar ketahanan devisa dan rupiah kuat kalo longgar tidak akan perlu efisiensi yang mengganggu roda ekonomi rakyat bawah..mikir gitu aja g bisa..koclok,dikejar hutang biar ruang fiskal negara longgar kalo longgar ketahanan devisa rupiah kuat kalo longgar efisiensi mengganggu roda ekonomi rakyat bawahmikir gitu aja g bisakoclok,kejar hutang biar ruang fiskal negara longgar kalo longgar tahan devisa rupiah kuat kalo longgar efisiensi ganggu roda ekonomi rakyat bawahmikir gitu aja g bisakoclok,"['kejar', 'hutang', 'biar', 'ruang', 'fiskal', 'negara', 'longgar', 'kalo', 'longgar', 'tahan', 'devisa', 'rupiah', 'kuat', 'kalo', 'longgar', 'efisiensi', 'ganggu', 'roda', 'ekonomi', 'rakyat', 'bawahmikir', 'gitu', 'aja', 'g', 'bisakoclok']"
60,Thu Mar 13 21:18:16 +0000 2025,0,geloraco,in,"Kota Medan, Sumatera Utara",0,0,0,@geloraco Buah EFISIENSI itu TEKOR,buah efisiensi tekor,buah efisiensi tekor,"['buah', 'efisiensi', 'tekor']"
61,Thu Mar 13 21:15:12 +0000 2025,0,tnvthusiast,in,bla bla bla,0,0,0,syok karena mereka ngeluh efisiensi trs blg ah udh gue pilih tp knp kebijakannya nyebelin semua LAAHH NGAPAIN ELU MILIH allahuakbar emosy,syok ngeluh efisiensi trs blg ah udh gue pilih tp knp kebijakannya nyebelin laahh ngapain elu milih allahuakbar emosy,syok ngeluh efisiensi trs blg ah udh gue pilih tp knp bijak nyebelin laahh ngapain elu milih allahuakbar emosy,"['syok', 'ngeluh', 'efisiensi', 'trs', 'blg', 'ah', 'udh', 'gue', 'pilih', 'tp', 'knp', 'bijak', 'nyebelin', 'laahh', 'ngapain', 'elu', 'milih', 'allahuakbar', 'emosy']"
62,Thu Mar 13 21:14:32 +0000 2025,0,,in,"West Java, Indonesia",0,0,0,indo kaya menganut segala aspek 'efisiensi' termasuk ngurangi kata. ,indo kaya menganut aspek efisiensi ngurangi,indo kaya anut aspek efisiensi ngurangi,"['indo', 'kaya', 'anut', 'aspek', 'efisiensi', 'ngurangi']"
63,Thu Mar 13 21:13:35 +0000 2025,0,perkedeil,in,僕の姫、前田 陸。♡,0,1,0,@perkedeil bahkan kalimat/kata pun suka kena efisiensi ya kalo disini (waduh),kalimatkata suka kena efisiensi ya kalo,kalimatkata suka kena efisiensi ya kalo,"['kalimatkata', 'suka', 'kena', 'efisiensi', 'ya', 'kalo']"
64,Thu Mar 13 21:13:35 +0000 2025,17,,in,"Jakarta Barat, DKI Jakarta",0,9,7,Yg terhormat pak @prabowo. Klo mau berantas Korupsi gak usah kejauhan bkin penjara. Katanya Efisiensi. Cukup Tegakan Hukum dan Keadilan. Proses koruptor dan Adili. Kata bpk. Klo hanya omon omon semua orang jga Bisa. Krena Penghianat Negara gak takut sama Omon omon.,yg terhormat klo berantas korupsi gak kejauhan bkin penjara efisiensi tegakan hukum keadilan proses koruptor adili bpk klo omon omon orang jga krena penghianat negara gak takut omon omon,yg hormat klo berantas korupsi gak jauh bkin penjara efisiensi tega hukum adil proses koruptor adil bpk klo omon omon orang jga krena penghianat negara gak takut omon omon,"['yg', 'hormat', 'klo', 'berantas', 'korupsi', 'gak', 'jauh', 'bkin', 'penjara', 'efisiensi', 'tega', 'hukum', 'adil', 'proses', 'koruptor', 'adil', 'bpk', 'klo', 'omon', 'omon', 'orang', 'jga', 'krena', 'penghianat', 'negara', 'gak', 'takut', 'omon', 'omon']"
65,Thu Mar 13 21:12:41 +0000 2025,0,yoichisagi,in,Youniverse,0,0,0,Mestinya nanti ada versi b4nya juga sih. Mari kita liat developernya bakal ngasih yang mana dulu (atau sialnya nanti yang khusus ultah kena efisiensi),mestinya versi bnya sih mari liat developernya ngasih sialnya khusus ultah kena efisiensi,mesti versi bnya sih mari liat developer ngasih sial khusus ultah kena efisiensi,"['mesti', 'versi', 'bnya', 'sih', 'mari', 'liat', 'developer', 'ngasih', 'sial', 'khusus', 'ultah', 'kena', 'efisiensi']"
66,Thu Mar 13 21:12:23 +0000 2025,181,,in,"Kota Bandung, Jawa Barat",0,199,0,Pada tanggal 14 Maret 1794 Eli Whitney menerima paten untuk mesin pemisah biji kapas yang dikenal sebagai cotton gin . Mesin ini secara revolusioner meningkatkan efisiensi produksi kapas di Amerika Serikat bagian selatan. https://t.co/PuFz4eHB6t,tanggal maret eli whitney menerima paten mesin pemisah biji kapas dikenal cotton gin mesin revolusioner meningkatkan efisiensi produksi kapas amerika serikat selatan,tanggal maret eli whitney terima paten mesin pisah biji kapas kenal cotton gin mesin revolusioner tingkat efisiensi produksi kapas amerika serikat selatan,"['tanggal', 'maret', 'eli', 'whitney', 'terima', 'paten', 'mesin', 'pisah', 'biji', 'kapas', 'kenal', 'cotton', 'gin', 'mesin', 'revolusioner', 'tingkat', 'efisiensi', 'produksi', 'kapas', 'amerika', 'serikat', 'selatan']"
67,Thu Mar 13 21:12:16 +0000 2025,0,Mdy_Asmara1701,in,Jakarta,0,0,0,@Mdy_Asmara1701 Jika tidak efisiensi lebih parah pastinya akibat ulah mulyono ... Ini salah satu alasan mengapa CASN ditunda pengangkatannya ... jika diangkat sekarang maka akan menambah anggaran belanja pegawai ...,efisiensi parah pastinya akibat ulah mulyono salah alasan casn ditunda pengangkatannya diangkat menambah anggaran belanja pegawai,efisiensi parah pasti akibat ulah mulyono salah alas casn tunda angkat angkat tambah anggar belanja pegawai,"['efisiensi', 'parah', 'pasti', 'akibat', 'ulah', 'mulyono', 'salah', 'alas', 'casn', 'tunda', 'angkat', 'angkat', 'tambah', 'anggar', 'belanja', 'pegawai']"
68,Thu Mar 13 21:10:29 +0000 2025,0,,in,biar ga ngiklan 👉,0,0,1,katanya efisiensi? knp ga lgsg hukuman mati aja lbh efektif drpd bangun ini bangun itu lagi duit terus lu bos gw liat2,efisiensi knp ga lgsg hukuman mati aja lbh efektif drpd bangun bangun duit lu bos gw liat,efisiensi knp ga lgsg hukum mati aja lbh efektif drpd bangun bangun duit lu bos gw liat,"['efisiensi', 'knp', 'ga', 'lgsg', 'hukum', 'mati', 'aja', 'lbh', 'efektif', 'drpd', 'bangun', 'bangun', 'duit', 'lu', 'bos', 'gw', 'liat']"
69,Thu Mar 13 21:08:31 +0000 2025,1,LazyBearAja,in,jakarta,0,0,0,@LazyBearAja @hrdbacot Efisiensi masuk bulan puasa double banget,efisiensi masuk puasa double banget,efisiensi masuk puasa double banget,"['efisiensi', 'masuk', 'puasa', 'double', 'banget']"
70,Thu Mar 13 21:06:22 +0000 2025,0,,in,,0,0,1,Dunia sedang tidak baik SAJA termasuk kemungkinan AS resesi meningkat warisan fiskal buruk presiden petugas PDI-P referensi PRABOWO Kerja keras optimis Brantas korupsi efisiensi demokrasi direl nya the best kabinet merah putih 80 9% rakyat dibelakang #8% bismillah Believe me https://t.co/qkHMSP9GXM,dunia as resesi meningkat warisan fiskal buruk presiden petugas pdip referensi prabowo kerja keras optimis brantas korupsi efisiensi demokrasi direl nya the best kabinet merah putih rakyat dibelakang bismillah believe me,dunia as resesi tingkat waris fiskal buruk presiden tugas pdip referensi prabowo kerja keras optimis brantas korupsi efisiensi demokrasi rel nya the best kabinet merah putih rakyat belakang bismillah believe me,"['dunia', 'as', 'resesi', 'tingkat', 'waris', 'fiskal', 'buruk', 'presiden', 'tugas', 'pdip', 'referensi', 'prabowo', 'kerja', 'keras', 'optimis', 'brantas', 'korupsi', 'efisiensi', 'demokrasi', 'rel', 'nya', 'the', 'best', 'kabinet', 'merah', 'putih', 'rakyat', 'belakang', 'bismillah', 'believe', 'me']"
71,Thu Mar 13 20:57:55 +0000 2025,0,,in,,0,0,0,ini maksudnya gimana dah efisiensi tapi bayar ukt tetep full kocak,maksudnya gimana dah efisiensi bayar ukt tetep full kocak,maksud gimana dah efisiensi bayar ukt tetep full kocak,"['maksud', 'gimana', 'dah', 'efisiensi', 'bayar', 'ukt', 'tetep', 'full', 'kocak']"
72,Thu Mar 13 20:56:05 +0000 2025,0,nsnnkbr,in,"West Borneo, Indonesia",0,1,0,@nsnnkbr @kibran_kangpari Banyak kebijakan baru yg tegas dari pemerintah. Efisiensi pemangkasan anggaran. Lalu PP 8/2025. Danantara. Pasar saham masih menunggu dan melihat. https://t.co/uiDSR9VJzW,kebijakan yg pemerintah efisiensi pemangkasan anggaran pp danantara pasar saham menunggu,bijak yg perintah efisiensi mangkas anggar pp danantara pasar saham tunggu,"['bijak', 'yg', 'perintah', 'efisiensi', 'mangkas', 'anggar', 'pp', 'danantara', 'pasar', 'saham', 'tunggu']"
73,Thu Mar 13 20:54:10 +0000 2025,0,NarasiNewsroom,in,"Perpetually, Bie.",0,0,0,@NarasiNewsroom dikira bikin peraturan begitu gak pake duit kali ye mamam tuh efisiensi,bikin peraturan gak pake duit kali ye mamam tuh efisiensi,bikin atur gak pake duit kali ye mamam tuh efisiensi,"['bikin', 'atur', 'gak', 'pake', 'duit', 'kali', 'ye', 'mamam', 'tuh', 'efisiensi']"
74,Thu Mar 13 20:53:40 +0000 2025,0,,in,KYUpiter 규피터 💫,0,0,0,pbsi kena efisiensi kali om ,pbsi kena efisiensi kali om,pbsi kena efisiensi kali om,"['pbsi', 'kena', 'efisiensi', 'kali', 'om']"
75,Thu Mar 13 20:53:27 +0000 2025,0,tempodotco,in,,0,0,0,@tempodotco KONTOLLL EFISIENSI NDASMU,kontolll efisiensi ndasmu,kontolll efisiensi ndasmu,"['kontolll', 'efisiensi', 'ndasmu']"
76,Thu Mar 13 20:52:07 +0000 2025,0,BadmintonTalk,in,,0,0,0,@BadmintonTalk Sahur ampe ga ketelen inih.. cbs dah gagal back3back. Tp tetep bangga permah back2back . Tolonglah ijo ini pemetaan kejuaraannya gmn dah apa kena efisiensi jadinya irit2 bgt ikut turnamen???,sahur ampe ga ketelen inih cbs dah gagal backback tp tetep bangga permah backback tolonglah ijo pemetaan kejuaraannya gmn dah kena efisiensi irit bgt turnamen,sahur ampe ga ketelen inih cbs dah gagal backback tp tetep bangga mah backback tolong ijo meta juara gmn dah kena efisiensi irit bgt turnamen,"['sahur', 'ampe', 'ga', 'ketelen', 'inih', 'cbs', 'dah', 'gagal', 'backback', 'tp', 'tetep', 'bangga', 'mah', 'backback', 'tolong', 'ijo', 'meta', 'juara', 'gmn', 'dah', 'kena', 'efisiensi', 'irit', 'bgt', 'turnamen']"
77,Thu Mar 13 20:52:00 +0000 2025,1,idextratime,in,,0,0,0,@idextratime Lagi kena efisiensi makanya 0 semua ,kena efisiensi,kena efisiensi,"['kena', 'efisiensi']"
78,Thu Mar 13 20:48:27 +0000 2025,2,,in,banjarmasin,0,0,0,Pdhl sudah emang kontra dengan berita berita efisiensi tapi kirai kd akan berdampak langsung instan karna aku swasta. Sekalinya cepat banar langsung kena dampaknya heh,pdhl emang kontra berita berita efisiensi kirai kd berdampak langsung instan karna swasta sekalinya cepat banar langsung kena dampaknya heh,pdhl emang kontra berita berita efisiensi kirai kd dampak langsung instan karna swasta sekali cepat banar langsung kena dampak heh,"['pdhl', 'emang', 'kontra', 'berita', 'berita', 'efisiensi', 'kirai', 'kd', 'dampak', 'langsung', 'instan', 'karna', 'swasta', 'sekali', 'cepat', 'banar', 'langsung', 'kena', 'dampak', 'heh']"
79,Thu Mar 13 20:46:35 +0000 2025,0,urlovefeel,in,banjarmasin,0,0,0,@urlovefeel Banyak kena efisiensi,kena efisiensi,kena efisiensi,"['kena', 'efisiensi']"
80,Thu Mar 13 20:46:09 +0000 2025,0,,in,,0,0,0,Lha kan emang aslinya mah bukan efisiensi niatnya prabowo mau garong duit APBN aja itu mah,lha emang aslinya mah efisiensi niatnya prabowo garong duit apbn aja mah,lha emang asli mah efisiensi niat prabowo garong duit apbn aja mah,"['lha', 'emang', 'asli', 'mah', 'efisiensi', 'niat', 'prabowo', 'garong', 'duit', 'apbn', 'aja', 'mah']"
81,Thu Mar 13 20:44:27 +0000 2025,0,,in,she/her,0,0,0,udah ga efisiensi nyerobot sipil pula pantes papua mau merdeka,udah ga efisiensi nyerobot sipil pantes papua merdeka,udah ga efisiensi nyerobot sipil pantes papua merdeka,"['udah', 'ga', 'efisiensi', 'nyerobot', 'sipil', 'pantes', 'papua', 'merdeka']"
82,Thu Mar 13 20:43:13 +0000 2025,0,BigAlphaID,in,"Lampung, Indonesia",0,0,0,@BigAlphaID Kirain efisiensi APBN dalam rangka menekan pengeluaran ternyata malah kebalik (pendapatan yang tertekan)...,kirain efisiensi apbn rangka menekan pengeluaran kebalik pendapatan tertekan,kirain efisiensi apbn rangka tekan keluar balik dapat tekan,"['kirain', 'efisiensi', 'apbn', 'rangka', 'tekan', 'keluar', 'balik', 'dapat', 'tekan']"
83,Thu Mar 13 20:42:12 +0000 2025,1,,in,Ing Madyo MangunKarso,0,0,1,Hardcore of CORETAX. There is nothing compares. Kelelahan pikir untuk mencari cara efektif dan efisien dalam rangka menjalankan program andalan Dan terbaik pemerintahan Prabroro. Program Efisiensi.,hardcore of coretax there is nothing compares kelelahan pikir mencari efektif efisien rangka menjalankan program andalan terbaik pemerintahan prabroro program efisiensi,hardcore of coretax there is nothing compares lelah pikir cari efektif efisien rangka jalan program andal baik perintah prabroro program efisiensi,"['hardcore', 'of', 'coretax', 'there', 'is', 'nothing', 'compares', 'lelah', 'pikir', 'cari', 'efektif', 'efisien', 'rangka', 'jalan', 'program', 'andal', 'baik', 'perintah', 'prabroro', 'program', 'efisiensi']"
84,Thu Mar 13 18:57:01 +0000 2025,0,redmeowvelvet,in,She/they!,0,1,0,@redmeowvelvet Mas efisiensi waktu siapa anjir ,mas efisiensi anjir,mas efisiensi anjir,"['mas', 'efisiensi', 'anjir']"
85,Thu Mar 13 18:52:29 +0000 2025,0,,in,,0,1,0,bm-nya banyak bgt. katanya efisiensi. dongo,bmnya bgt efisiensi dongo,bmnya bgt efisiensi dongo,"['bmnya', 'bgt', 'efisiensi', 'dongo']"
86,Thu Mar 13 18:51:10 +0000 2025,1,profesor_saham,es,"West Java, Indonesia",0,0,0,@profesor_saham Efisiensi ,efisiensi,efisiensi,['efisiensi']
87,Thu Mar 13 18:50:53 +0000 2025,0,Mdy_Asmara1701,in,,0,0,0,@Mdy_Asmara1701 Kan dana dari efisiensi masuk ke danantara??,dana efisiensi masuk danantara,dana efisiensi masuk danantara,"['dana', 'efisiensi', 'masuk', 'danantara']"
88,Thu Mar 13 18:50:33 +0000 2025,1,neVerAl0nely,in,IPB University,0,0,0,@neVerAl0nely Honorer kyk nya korban efisiensi jd cari duit di jalanan,honorer kyk nya korban efisiensi jd cari duit jalanan,honorer kyk nya korban efisiensi jd cari duit jalan,"['honorer', 'kyk', 'nya', 'korban', 'efisiensi', 'jd', 'cari', 'duit', 'jalan']"
89,Thu Mar 13 18:49:38 +0000 2025,0,,in,"Kota Palembang, Sumatera Selat",0,0,0,Ini salah satu instansi yg mestinya dibubarkan saja lumayan buat efisiensi APBN https://t.co/omnjfzCgLO,salah instansi yg mestinya dibubarkan lumayan efisiensi apbn,salah instansi yg mesti bubar lumayan efisiensi apbn,"['salah', 'instansi', 'yg', 'mesti', 'bubar', 'lumayan', 'efisiensi', 'apbn']"
90,Thu Mar 13 18:49:17 +0000 2025,2,reyvanGali,in,,0,0,0,@reyvanGali @saludosparatii @barengwarga yup beban utang pemerintah prabowo berat makanya byk efisiensi dan ga byk ruang fiskal yg bs digerakin. long termnya klo liat grafiknya baru beneran lega di 2035-2036 klo prabowo 2 periode we all know siapa yg digadang maju next dia punya duit yg bs di spend lbh banyak,yup beban utang pemerintah prabowo berat byk efisiensi ga byk ruang fiskal yg bs digerakin long termnya klo liat grafiknya beneran lega klo prabowo periode we all know yg digadang maju next duit yg bs spend lbh,yup beban utang perintah prabowo berat byk efisiensi ga byk ruang fiskal yg bs digerakin long term klo liat grafik beneran lega klo prabowo periode we all know yg gadang maju next duit yg bs spend lbh,"['yup', 'beban', 'utang', 'perintah', 'prabowo', 'berat', 'byk', 'efisiensi', 'ga', 'byk', 'ruang', 'fiskal', 'yg', 'bs', 'digerakin', 'long', 'term', 'klo', 'liat', 'grafik', 'beneran', 'lega', 'klo', 'prabowo', 'periode', 'we', 'all', 'know', 'yg', 'gadang', 'maju', 'next', 'duit', 'yg', 'bs', 'spend', 'lbh']"
91,Thu Mar 13 18:48:53 +0000 2025,1,wellllldonee,in,"Jakarta Barat, DKI Jakarta",0,0,0,@wellllldonee @youadams_ @ireneclaire202 Keberlanjutan broo beliau lalu ambil keputusan efisiensi dan berefek ke pengusaha lokal juga kena imbas jadi jangan salahin ga ada lowongan ke pengusaha tapi ke pemerintahnya yang janji beri lowongan pekerjaan. Gua pun ga mau buka lowongan ke usaha gua karena kena imbasnya.,keberlanjutan broo beliau ambil keputusan efisiensi berefek pengusaha lokal kena imbas salahin ga lowongan pengusaha pemerintahnya janji lowongan pekerjaan gua ga buka lowongan usaha gua kena imbasnya,lanjut broo beliau ambil putus efisiensi efek usaha lokal kena imbas salahin ga lowong usaha perintah janji lowong kerja gua ga buka lowong usaha gua kena imbas,"['lanjut', 'broo', 'beliau', 'ambil', 'putus', 'efisiensi', 'efek', 'usaha', 'lokal', 'kena', 'imbas', 'salahin', 'ga', 'lowong', 'usaha', 'perintah', 'janji', 'lowong', 'kerja', 'gua', 'ga', 'buka', 'lowong', 'usaha', 'gua', 'kena', 'imbas']"
92,Thu Mar 13 18:46:08 +0000 2025,0,DoankWarto,in,,0,0,0,@DoankWarto Efisiensi anggaran,efisiensi anggaran,efisiensi anggar,"['efisiensi', 'anggar']"
93,Thu Mar 13 18:45:59 +0000 2025,14,,in,,0,0,0,Jutaan foto di gugel nih cuma ada foto ini aja kah atau kuota kalian kena efisiensi jadi ga bisa browsing yg lain?,jutaan foto gugel nih foto aja kah kuota kena efisiensi ga browsing yg,juta foto gugel nih foto aja kah kuota kena efisiensi ga browsing yg,"['juta', 'foto', 'gugel', 'nih', 'foto', 'aja', 'kah', 'kuota', 'kena', 'efisiensi', 'ga', 'browsing', 'yg']"
94,Thu Mar 13 18:36:38 +0000 2025,0,yeojunoona,in,,0,1,0,@adorableehann lama lama kasihan,kasihan,kasihan,['kasihan']
95,Thu Mar 13 18:32:06 +0000 2025,1,hanintyaputra,in,,0,0,0,@hanintyaputra @hrdbacot Efek dominone akeh banget. Seko judol awale trus efisiensi efek coretax. abot kayane tekan 26-27.,efek dominone akeh banget seko judol awale trus efisiensi efek coretax abot kayane tekan,efek dominone akeh banget seko judol awale trus efisiensi efek coretax abot kayane tekan,"['efek', 'dominone', 'akeh', 'banget', 'seko', 'judol', 'awale', 'trus', 'efisiensi', 'efek', 'coretax', 'abot', 'kayane', 'tekan']"
